home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
Central Espanol;Defensor Sporting;16/04/1932;2;0;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);L;1932;4
Nacional;Bella Vista;16/04/1932;3;0;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1932;4
Rampla Juniors Futbol Club;Racing Club;16/04/1932;2;1;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);L;1932;4
River Plate;Institucion Atletica Sud America;16/04/1932;2;1;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;4
Bella Vista;Central Espanol;23/04/1932;2;2;F;Bella Vista (Uruguay);Central Espanol (Uruguay);E;1932;4
CA Penarol;Defensor Sporting;23/04/1932;6;2;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;1932;4
Institucion Atletica Sud America;Racing Club;23/04/1932;3;0;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);L;1932;4
Rampla Juniors Futbol Club;Nacional;23/04/1932;2;1;F;Rampla Juniors Futbol Club (Uruguay);Nacional (Uruguay);L;1932;4
River Plate;Montevideo Wanderers;23/04/1932;1;0;F;River Plate (Uruguay);Montevideo Wanderers (Uruguay);L;1932;4
Bella Vista;Montevideo Wanderers;30/04/1932;4;1;F;Bella Vista (Uruguay);Montevideo Wanderers (Uruguay);L;1932;4
CA Penarol;Nacional;30/04/1932;2;0;F;CA Penarol (Uruguay);Nacional (Uruguay);L;1932;4
Central Espanol;Racing Club;30/04/1932;0;0;F;Central Espanol (Uruguay);Racing Club (Uruguay);E;1932;4
Defensor Sporting;Institucion Atletica Sud America;30/04/1932;1;0;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;4
River Plate;Rampla Juniors Futbol Club;30/04/1932;0;4;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;4
Defensor Sporting;Bella Vista;07/05/1932;1;1;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);E;1932;5
Institucion Atletica Sud America;Nacional;07/05/1932;4;5;F;Institucion Atletica Sud America (Uruguay);Nacional (Uruguay);V;1932;5
Racing Club;Montevideo Wanderers;07/05/1932;0;0;F;Racing Club (Uruguay);Montevideo Wanderers (Uruguay);E;1932;5
Rampla Juniors Futbol Club;Central Espanol;07/05/1932;4;0;F;Rampla Juniors Futbol Club (Uruguay);Central Espanol (Uruguay);L;1932;5
River Plate;CA Penarol;07/05/1932;1;3;F;River Plate (Uruguay);CA Penarol (Uruguay);V;1932;5
Bella Vista;Rampla Juniors Futbol Club;14/05/1932;1;2;F;Bella Vista (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;5
Central Espanol;Montevideo Wanderers;14/05/1932;1;2;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);V;1932;5
Institucion Atletica Sud America;CA Penarol;14/05/1932;0;0;F;Institucion Atletica Sud America (Uruguay);CA Penarol (Uruguay);E;1932;5
Racing Club;Defensor Sporting;14/05/1932;2;1;F;Racing Club (Uruguay);Defensor Sporting (Uruguay);L;1932;5
River Plate;Nacional;14/05/1932;0;2;F;River Plate (Uruguay);Nacional (Uruguay);V;1932;5
Bella Vista;River Plate;21/05/1932;0;1;F;Bella Vista (Uruguay);River Plate (Uruguay);V;1932;5
Central Espanol;CA Penarol;21/05/1932;1;1;F;Central Espanol (Uruguay);CA Penarol (Uruguay);E;1932;5
Institucion Atletica Sud America;Montevideo Wanderers;21/05/1932;1;2;F;Institucion Atletica Sud America (Uruguay);Montevideo Wanderers (Uruguay);V;1932;5
Nacional;Racing Club;21/05/1932;6;0;F;Nacional (Uruguay);Racing Club (Uruguay);L;1932;5
Rampla Juniors Futbol Club;Defensor Sporting;21/05/1932;6;2;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);L;1932;5
Institucion Atletica Sud America;Central Espanol;28/05/1932;2;1;F;Institucion Atletica Sud America (Uruguay);Central Espanol (Uruguay);L;1932;5
Montevideo Wanderers;Nacional;28/05/1932;1;0;F;Montevideo Wanderers (Uruguay);Nacional (Uruguay);L;1932;5
Racing Club;Bella Vista;28/05/1932;0;2;F;Racing Club (Uruguay);Bella Vista (Uruguay);V;1932;5
Rampla Juniors Futbol Club;CA Penarol;28/05/1932;0;1;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);V;1932;5
River Plate;Defensor Sporting;28/05/1932;1;2;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;1932;5
Bella Vista;CA Penarol;04/06/1932;2;0;F;Bella Vista (Uruguay);CA Penarol (Uruguay);L;1932;6
Central Espanol;Nacional;04/06/1932;1;0;F;Central Espanol (Uruguay);Nacional (Uruguay);L;1932;6
Montevideo Wanderers;Defensor Sporting;04/06/1932;1;3;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);V;1932;6
Racing Club;River Plate;04/06/1932;1;2;F;Racing Club (Uruguay);River Plate (Uruguay);V;1932;6
Rampla Juniors Futbol Club;Institucion Atletica Sud America;04/06/1932;2;3;F;Rampla Juniors Futbol Club (Uruguay);Institucion Atletica Sud America (Uruguay);V;1932;6
Central Espanol;River Plate;11/06/1932;0;1;F;Central Espanol (Uruguay);River Plate (Uruguay);V;1932;6
Defensor Sporting;Nacional;11/06/1932;0;0;F;Defensor Sporting (Uruguay);Nacional (Uruguay);E;1932;6
Institucion Atletica Sud America;Bella Vista;11/06/1932;1;0;F;Institucion Atletica Sud America (Uruguay);Bella Vista (Uruguay);L;1932;6
Montevideo Wanderers;Rampla Juniors Futbol Club;11/06/1932;2;1;F;Montevideo Wanderers (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1932;6
Racing Club;CA Penarol;11/06/1932;0;1;F;Racing Club (Uruguay);CA Penarol (Uruguay);V;1932;6
Bella Vista;Nacional;18/06/1932;0;0;F;Bella Vista (Uruguay);Nacional (Uruguay);E;1932;6
Defensor Sporting;Central Espanol;18/06/1932;6;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);L;1932;6
Institucion Atletica Sud America;River Plate;18/06/1932;0;1;F;Institucion Atletica Sud America (Uruguay);River Plate (Uruguay);V;1932;6
Montevideo Wanderers;CA Penarol;18/06/1932;1;2;F;Montevideo Wanderers (Uruguay);CA Penarol (Uruguay);V;1932;6
Racing Club;Rampla Juniors Futbol Club;18/06/1932;0;3;F;Racing Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;6
Bella Vista;Central Espanol;25/06/1932;0;1;F;Bella Vista (Uruguay);Central Espanol (Uruguay);V;1932;6
Defensor Sporting;CA Penarol;25/06/1932;2;1;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);L;1932;6
Montevideo Wanderers;River Plate;25/06/1932;1;0;F;Montevideo Wanderers (Uruguay);River Plate (Uruguay);L;1932;6
Nacional;Rampla Juniors Futbol Club;25/06/1932;2;3;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;6
Racing Club;Institucion Atletica Sud America;25/06/1932;0;2;F;Racing Club (Uruguay);Institucion Atletica Sud America (Uruguay);V;1932;6
Institucion Atletica Sud America;Defensor Sporting;06/08/1932;1;1;F;Institucion Atletica Sud America (Uruguay);Defensor Sporting (Uruguay);E;1932;8
Montevideo Wanderers;Bella Vista;06/08/1932;1;1;F;Montevideo Wanderers (Uruguay);Bella Vista (Uruguay);E;1932;8
Nacional;CA Penarol;06/08/1932;0;2;F;Nacional (Uruguay);CA Penarol (Uruguay);V;1932;8
Racing Club;Central Espanol;06/08/1932;1;1;F;Racing Club (Uruguay);Central Espanol (Uruguay);E;1932;8
Rampla Juniors Futbol Club;River Plate;06/08/1932;3;0;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);L;1932;8
CA Penarol;River Plate;13/08/1932;3;1;F;CA Penarol (Uruguay);River Plate (Uruguay);L;1932;8
Central Espanol;Rampla Juniors Futbol Club;13/08/1932;2;0;F;Central Espanol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1932;8
Defensor Sporting;Bella Vista;13/08/1932;2;3;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);V;1932;8
Montevideo Wanderers;Racing Club;13/08/1932;1;0;F;Montevideo Wanderers (Uruguay);Racing Club (Uruguay);L;1932;8
Nacional;Institucion Atletica Sud America;13/08/1932;2;0;F;Nacional (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;8
CA Penarol;Institucion Atletica Sud America;20/08/1932;0;1;F;CA Penarol (Uruguay);Institucion Atletica Sud America (Uruguay);V;1932;8
Defensor Sporting;Racing Club;20/08/1932;1;0;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);L;1932;8
Montevideo Wanderers;Central Espanol;20/08/1932;3;0;F;Montevideo Wanderers (Uruguay);Central Espanol (Uruguay);L;1932;8
Nacional;River Plate;20/08/1932;2;1;F;Nacional (Uruguay);River Plate (Uruguay);L;1932;8
Rampla Juniors Futbol Club;Bella Vista;20/08/1932;0;1;F;Rampla Juniors Futbol Club (Uruguay);Bella Vista (Uruguay);V;1932;8
CA Penarol;Central Espanol;27/08/1932;3;2;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;1932;8
Defensor Sporting;Rampla Juniors Futbol Club;27/08/1932;2;3;F;Defensor Sporting (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;8
Montevideo Wanderers;Institucion Atletica Sud America;27/08/1932;2;1;F;Montevideo Wanderers (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;8
Racing Club;Nacional;27/08/1932;2;3;F;Racing Club (Uruguay);Nacional (Uruguay);V;1932;8
River Plate;Bella Vista;27/08/1932;2;1;F;River Plate (Uruguay);Bella Vista (Uruguay);L;1932;8
Bella Vista;Racing Club;03/09/1932;2;0;F;Bella Vista (Uruguay);Racing Club (Uruguay);L;1932;9
CA Penarol;Rampla Juniors Futbol Club;03/09/1932;3;3;F;CA Penarol (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1932;9
Central Espanol;Institucion Atletica Sud America;03/09/1932;2;0;F;Central Espanol (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;9
Defensor Sporting;River Plate;03/09/1932;1;0;F;Defensor Sporting (Uruguay);River Plate (Uruguay);L;1932;9
Nacional;Montevideo Wanderers;03/09/1932;1;1;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);E;1932;9
CA Penarol;Bella Vista;10/09/1932;2;0;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;1932;9
Defensor Sporting;Montevideo Wanderers;10/09/1932;0;0;F;Defensor Sporting (Uruguay);Montevideo Wanderers (Uruguay);E;1932;9
Nacional;Central Espanol;10/09/1932;5;2;F;Nacional (Uruguay);Central Espanol (Uruguay);L;1932;9
Rampla Juniors Futbol Club;Institucion Atletica Sud America;10/09/1932;3;3;F;Rampla Juniors Futbol Club (Uruguay);Institucion Atletica Sud America (Uruguay);E;1932;9
River Plate;Racing Club;10/09/1932;4;0;F;River Plate (Uruguay);Racing Club (Uruguay);L;1932;9
Bella Vista;Institucion Atletica Sud America;17/09/1932;1;1;F;Bella Vista (Uruguay);Institucion Atletica Sud America (Uruguay);E;1932;9
CA Penarol;Racing Club;17/09/1932;2;0;F;CA Penarol (Uruguay);Racing Club (Uruguay);L;1932;9
Montevideo Wanderers;Rampla Juniors Futbol Club;17/09/1932;1;4;F;Montevideo Wanderers (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;1932;9
Nacional;Defensor Sporting;17/09/1932;3;1;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;1932;9
River Plate;Central Espanol;17/09/1932;2;1;F;River Plate (Uruguay);Central Espanol (Uruguay);L;1932;9
CA Penarol;Montevideo Wanderers;24/09/1932;0;1;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);V;1932;9
Central Espanol;Defensor Sporting;24/09/1932;2;1;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);L;1932;9
Nacional;Bella Vista;24/09/1932;1;0;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1932;9
Rampla Juniors Futbol Club;Racing Club;24/09/1932;5;0;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);L;1932;9
River Plate;Institucion Atletica Sud America;24/09/1932;1;2;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);V;1932;9
CA Penarol;Defensor Sporting;01/10/1932;3;3;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);E;1932;10
Central Espanol;Bella Vista;01/10/1932;2;2;F;Central Espanol (Uruguay);Bella Vista (Uruguay);E;1932;10
Institucion Atletica Sud America;Racing Club;01/10/1932;0;0;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);E;1932;10
Rampla Juniors Futbol Club;Nacional;01/10/1932;0;0;F;Rampla Juniors Futbol Club (Uruguay);Nacional (Uruguay);E;1932;10
River Plate;Montevideo Wanderers;01/10/1932;1;2;F;River Plate (Uruguay);Montevideo Wanderers (Uruguay);V;1932;10
Bella Vista;Montevideo Wanderers;08/10/1932;1;0;F;Bella Vista (Uruguay);Montevideo Wanderers (Uruguay);L;1932;10
CA Penarol;Nacional;08/10/1932;2;0;F;CA Penarol (Uruguay);Nacional (Uruguay);L;1932;10
Central Espanol;Racing Club;08/10/1932;3;2;F;Central Espanol (Uruguay);Racing Club (Uruguay);L;1932;10
Defensor Sporting;Institucion Atletica Sud America;08/10/1932;3;1;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);L;1932;10
River Plate;Rampla Juniors Futbol Club;08/10/1932;2;2;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1932;10
Montevideo Wanderers;Defensor Sporting;04/03/1933;1;1;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);E;1933;3
Nacional;Bella Vista;04/03/1933;4;0;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1933;3
Racing Club;Central Espanol;04/03/1933;3;3;F;Racing Club (Uruguay);Central Espanol (Uruguay);E;1933;3
Rampla Juniors Futbol Club;CA Penarol;04/03/1933;1;0;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);L;1933;3
River Plate;Institucion Atletica Sud America;04/03/1933;2;0;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;3
Bella Vista;Racing Club;11/03/1933;4;3;F;Bella Vista (Uruguay);Racing Club (Uruguay);L;1933;3
CA Penarol;Montevideo Wanderers;11/03/1933;4;2;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);L;1933;3
Defensor Sporting;Institucion Atletica Sud America;11/03/1933;4;2;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;3
Nacional;Central Espanol;11/03/1933;2;0;F;Nacional (Uruguay);Central Espanol (Uruguay);L;1933;3
Rampla Juniors Futbol Club;River Plate;11/03/1933;2;0;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);L;1933;3
Bella Vista;Montevideo Wanderers;18/03/1933;2;3;F;Bella Vista (Uruguay);Montevideo Wanderers (Uruguay);V;1933;3
CA Penarol;Racing Club;18/03/1933;7;1;F;CA Penarol (Uruguay);Racing Club (Uruguay);L;1933;3
Nacional;Institucion Atletica Sud America;18/03/1933;0;0;F;Nacional (Uruguay);Institucion Atletica Sud America (Uruguay);E;1933;3
Rampla Juniors Futbol Club;Central Espanol;18/03/1933;2;1;F;Rampla Juniors Futbol Club (Uruguay);Central Espanol (Uruguay);L;1933;3
River Plate;Defensor Sporting;18/03/1933;0;1;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;1933;3
Bella Vista;Defensor Sporting;25/03/1933;0;1;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);V;1933;3
CA Penarol;Central Espanol;25/03/1933;2;0;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;1933;3
Montevideo Wanderers;Racing Club;25/03/1933;2;0;F;Montevideo Wanderers (Uruguay);Racing Club (Uruguay);L;1933;3
Nacional;River Plate;25/03/1933;2;0;F;Nacional (Uruguay);River Plate (Uruguay);L;1933;3
Rampla Juniors Futbol Club;Institucion Atletica Sud America;25/03/1933;1;1;F;Rampla Juniors Futbol Club (Uruguay);Institucion Atletica Sud America (Uruguay);E;1933;3
Bella Vista;Institucion Atletica Sud America;01/04/1933;0;1;F;Bella Vista (Uruguay);Institucion Atletica Sud America (Uruguay);V;1933;4
CA Penarol;River Plate;01/04/1933;0;0;F;CA Penarol (Uruguay);River Plate (Uruguay);E;1933;4
Montevideo Wanderers;Central Espanol;01/04/1933;0;0;F;Montevideo Wanderers (Uruguay);Central Espanol (Uruguay);E;1933;4
Nacional;Rampla Juniors Futbol Club;01/04/1933;2;0;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1933;4
Racing Club;Defensor Sporting;01/04/1933;4;2;F;Racing Club (Uruguay);Defensor Sporting (Uruguay);L;1933;4
CA Penarol;Bella Vista;08/04/1933;2;0;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;1933;4
Institucion Atletica Sud America;Central Espanol;08/04/1933;2;1;F;Institucion Atletica Sud America (Uruguay);Central Espanol (Uruguay);L;1933;4
Montevideo Wanderers;River Plate;08/04/1933;3;1;F;Montevideo Wanderers (Uruguay);River Plate (Uruguay);L;1933;4
Nacional;Racing Club;08/04/1933;2;0;F;Nacional (Uruguay);Racing Club (Uruguay);L;1933;4
Rampla Juniors Futbol Club;Defensor Sporting;08/04/1933;0;2;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;1933;4
Bella Vista;River Plate;15/04/1933;0;0;F;Bella Vista (Uruguay);River Plate (Uruguay);E;1933;4
Defensor Sporting;Central Espanol;15/04/1933;1;1;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);E;1933;4
Montevideo Wanderers;Institucion Atletica Sud America;15/04/1933;1;0;F;Montevideo Wanderers (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;4
Nacional;CA Penarol;15/04/1933;2;0;F;Nacional (Uruguay);CA Penarol (Uruguay);L;1933;4
Rampla Juniors Futbol Club;Racing Club;15/04/1933;1;1;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);E;1933;4
Bella Vista;Central Espanol;22/04/1933;2;0;F;Bella Vista (Uruguay);Central Espanol (Uruguay);L;1933;4
CA Penarol;Institucion Atletica Sud America;22/04/1933;5;1;F;CA Penarol (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;4
Nacional;Defensor Sporting;22/04/1933;3;0;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;1933;4
Racing Club;River Plate;22/04/1933;1;0;F;Racing Club (Uruguay);River Plate (Uruguay);L;1933;4
Rampla Juniors Futbol Club;Montevideo Wanderers;22/04/1933;2;0;F;Rampla Juniors Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);L;1933;4
CA Penarol;Defensor Sporting;29/04/1933;2;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;1933;4
Institucion Atletica Sud America;Racing Club;29/04/1933;2;1;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);L;1933;4
Nacional;Montevideo Wanderers;29/04/1933;3;0;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);L;1933;4
Rampla Juniors Futbol Club;Bella Vista;29/04/1933;1;2;F;Rampla Juniors Futbol Club (Uruguay);Bella Vista (Uruguay);V;1933;4
River Plate;Central Espanol;29/04/1933;1;1;F;River Plate (Uruguay);Central Espanol (Uruguay);E;1933;4
CA Penarol;Central Espanol;06/05/1933;5;0;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;1933;5
Institucion Atletica Sud America;Racing Club;06/05/1933;1;0;F;Institucion Atletica Sud America (Uruguay);Racing Club (Uruguay);L;1933;5
Montevideo Wanderers;Defensor Sporting;06/05/1933;3;2;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);L;1933;5
Nacional;River Plate;06/05/1933;7;0;F;Nacional (Uruguay);River Plate (Uruguay);L;1933;5
Rampla Juniors Futbol Club;Bella Vista;06/05/1933;2;0;F;Rampla Juniors Futbol Club (Uruguay);Bella Vista (Uruguay);L;1933;5
CA Penarol;Institucion Atletica Sud America;13/05/1933;3;0;F;CA Penarol (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;5
Defensor Sporting;Rampla Juniors Futbol Club;13/05/1933;1;1;F;Defensor Sporting (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;1933;5
Montevideo Wanderers;Bella Vista;13/05/1933;2;0;F;Montevideo Wanderers (Uruguay);Bella Vista (Uruguay);L;1933;5
Nacional;Central Espanol;13/05/1933;1;0;F;Nacional (Uruguay);Central Espanol (Uruguay);L;1933;5
River Plate;Racing Club;13/05/1933;1;1;F;River Plate (Uruguay);Racing Club (Uruguay);E;1933;5
CA Penarol;Rampla Juniors Futbol Club;20/05/1933;3;0;F;CA Penarol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1933;5
Central Espanol;Bella Vista;20/05/1933;4;0;F;Central Espanol (Uruguay);Bella Vista (Uruguay);L;1933;5
Institucion Atletica Sud America;Defensor Sporting;20/05/1933;1;1;F;Institucion Atletica Sud America (Uruguay);Defensor Sporting (Uruguay);E;1933;5
Montevideo Wanderers;River Plate;20/05/1933;2;2;F;Montevideo Wanderers (Uruguay);River Plate (Uruguay);E;1933;5
Nacional;Racing Club;20/05/1933;3;0;F;Nacional (Uruguay);Racing Club (Uruguay);L;1933;5
CA Penarol;Bella Vista;27/05/1933;3;1;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;1933;5
Central Espanol;River Plate;27/05/1933;2;1;F;Central Espanol (Uruguay);River Plate (Uruguay);L;1933;5
Defensor Sporting;Racing Club;27/05/1933;4;1;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);L;1933;5
Nacional;Montevideo Wanderers;27/05/1933;1;1;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);E;1933;5
Rampla Juniors Futbol Club;Institucion Atletica Sud America;27/05/1933;1;0;F;Rampla Juniors Futbol Club (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;5
CA Penarol;Nacional;03/06/1933;2;2;F;CA Penarol (Uruguay);Nacional (Uruguay);E;1933;6
Central Espanol;Montevideo Wanderers;03/06/1933;2;2;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);E;1933;6
Defensor Sporting;River Plate;03/06/1933;5;0;F;Defensor Sporting (Uruguay);River Plate (Uruguay);L;1933;6
Institucion Atletica Sud America;Bella Vista;03/06/1933;2;0;F;Institucion Atletica Sud America (Uruguay);Bella Vista (Uruguay);L;1933;6
Rampla Juniors Futbol Club;Racing Club;03/06/1933;1;0;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);L;1933;6
CA Penarol;Racing Club;10/06/1933;5;1;F;CA Penarol (Uruguay);Racing Club (Uruguay);L;1933;6
Defensor Sporting;Central Espanol;10/06/1933;2;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);L;1933;6
Institucion Atletica Sud America;Montevideo Wanderers;10/06/1933;2;1;F;Institucion Atletica Sud America (Uruguay);Montevideo Wanderers (Uruguay);L;1933;6
Nacional;Bella Vista;10/06/1933;4;2;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1933;6
Rampla Juniors Futbol Club;River Plate;10/06/1933;3;0;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);L;1933;6
CA Penarol;Defensor Sporting;17/06/1933;3;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;1933;6
Central Espanol;Racing Club;17/06/1933;3;2;F;Central Espanol (Uruguay);Racing Club (Uruguay);L;1933;6
Montevideo Wanderers;Rampla Juniors Futbol Club;17/06/1933;2;1;F;Montevideo Wanderers (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1933;6
Nacional;Institucion Atletica Sud America;17/06/1933;1;0;F;Nacional (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;6
River Plate;Bella Vista;17/06/1933;1;0;F;River Plate (Uruguay);Bella Vista (Uruguay);L;1933;6
Bella Vista;Racing Club;24/06/1933;2;0;F;Bella Vista (Uruguay);Racing Club (Uruguay);L;1933;6
CA Penarol;Montevideo Wanderers;24/06/1933;2;2;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);E;1933;6
Central Espanol;Rampla Juniors Futbol Club;24/06/1933;1;0;F;Central Espanol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1933;6
Nacional;Defensor Sporting;24/06/1933;2;0;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;1933;6
River Plate;Institucion Atletica Sud America;24/06/1933;3;1;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;6
CA Penarol;River Plate;05/08/1933;4;0;F;CA Penarol (Uruguay);River Plate (Uruguay);L;1933;8
Defensor Sporting;Bella Vista;05/08/1933;4;3;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);L;1933;8
Institucion Atletica Sud America;Central Espanol;05/08/1933;3;2;F;Institucion Atletica Sud America (Uruguay);Central Espanol (Uruguay);L;1933;8
Montevideo Wanderers;Racing Club;05/08/1933;3;1;F;Montevideo Wanderers (Uruguay);Racing Club (Uruguay);L;1933;8
Nacional;Rampla Juniors Futbol Club;05/08/1933;1;0;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;1933;8
Defensor Sporting;Montevideo Wanderers;12/08/1933;3;0;F;Defensor Sporting (Uruguay);Montevideo Wanderers (Uruguay);L;1933;8
Nacional;Bella Vista;12/08/1933;3;0;F;Nacional (Uruguay);Bella Vista (Uruguay);L;1933;8
Racing Club;Central Espanol;12/08/1933;1;0;F;Racing Club (Uruguay);Central Espanol (Uruguay);L;1933;8
Rampla Juniors Futbol Club;CA Penarol;12/08/1933;0;2;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);V;1933;8
River Plate;Institucion Atletica Sud America;12/08/1933;0;1;F;River Plate (Uruguay);Institucion Atletica Sud America (Uruguay);V;1933;8
Bella Vista;Racing Club;19/08/1933;2;3;F;Bella Vista (Uruguay);Racing Club (Uruguay);V;1933;8
CA Penarol;Montevideo Wanderers;19/08/1933;2;0;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);L;1933;8
Defensor Sporting;Institucion Atletica Sud America;19/08/1933;2;1;F;Defensor Sporting (Uruguay);Institucion Atletica Sud America (Uruguay);L;1933;8
Nacional;Central Espanol;19/08/1933;4;0;F;Nacional (Uruguay);Central Espanol (Uruguay);L;1933;8
Rampla Juniors Futbol Club;River Plate;19/08/1933;2;0;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);L;1933;8
CA Penarol;Racing Club;26/08/1933;1;0;F;CA Penarol (Uruguay);Racing Club (Uruguay);L;1933;8
Defensor Sporting;River Plate;26/08/1933;0;1;F;Defensor Sporting (Uruguay);River Plate (Uruguay);V;1933;8
Montevideo Wanderers;Bella Vista;26/08/1933;2;0;F;Montevideo Wanderers (Uruguay);Bella Vista (Uruguay);L;1933;8
Nacional;Institucion Atletica Sud America;26/08/1933;1;1;F;Nacional (Uruguay);Institucion Atletica Sud America (Uruguay);E;1933;8
Rampla Juniors Futbol Club;Central Espanol;26/08/1933;6;3;F;Rampla Juniors Futbol Club (Uruguay);Central Espanol (Uruguay);L;1933;8
Bella Vista;Defensor Sporting;02/09/1933;0;4;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);V;1933;9
CA Penarol;Central Espanol;02/09/1933;8;2;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;1933;9
