home,away,date,gh,ga,full_time,winner,year,month
CA Cerro,Tacuarembo Futbol Club,2008-08-30,2,0,F,L,2008,8
Central Espanol,Cerro Largo FC,2008-08-30,1,1,F,E,2008,8
Racing Club,CA Penarol,2008-08-30,3,3,F,E,2008,8
Bella Vista,Defensor Sporting,2008-08-31,0,3,F,V,2008,8
Danubio,Montevideo Wanderers,2008-08-31,2,1,F,L,2008,8
Liverpool,CA Juventud,2008-08-31,1,0,F,L,2008,8
River Plate,Rampla Juniors Futbol Club,2008-08-31,2,1,F,L,2008,8
CA Juventud,CA Cerro,2008-09-13,1,1,F,E,2008,9
Cerro Largo FC,River Plate,2008-09-13,0,2,F,V,2008,9
Tacuarembo Futbol Club,Nacional,2008-09-13,0,2,F,V,2008,9
CSyd Villa Espanola,Danubio,2008-09-14,2,3,F,V,2008,9
Defensor Sporting,Liverpool,2008-09-14,0,1,F,V,2008,9
Montevideo Wanderers,Bella Vista,2008-09-14,1,2,F,V,2008,9
Racing Club,Central Espanol,2008-09-14,4,0,F,L,2008,9
Rampla Juniors Futbol Club,CA Penarol,2008-09-14,3,2,F,L,2008,9
Bella Vista,Rampla Juniors Futbol Club,2008-09-20,0,0,F,E,2008,9
CA Penarol,Cerro Largo FC,2008-09-20,3,0,F,L,2008,9
River Plate,Defensor Sporting,2008-09-20,1,3,F,V,2008,9
CA Cerro,Montevideo Wanderers,2008-09-21,3,0,F,L,2008,9
Central Espanol,CSyd Villa Espanola,2008-09-21,1,1,F,E,2008,9
Danubio,CA Juventud,2008-09-21,4,0,F,L,2008,9
Liverpool,Tacuarembo Futbol Club,2008-09-21,2,0,F,L,2008,9
Nacional,Racing Club,2008-09-21,2,0,F,L,2008,9
Cerro Largo FC,Nacional,2008-09-27,2,3,F,V,2008,9
Montevideo Wanderers,River Plate,2008-09-27,0,0,F,E,2008,9
Tacuarembo Futbol Club,Danubio,2008-09-27,3,2,F,L,2008,9
CA Juventud,Central Espanol,2008-09-28,1,3,F,V,2008,9
CSyd Villa Espanola,Bella Vista,2008-09-28,0,1,F,V,2008,9
Defensor Sporting,CA Penarol,2008-09-28,0,0,F,E,2008,9
Racing Club,Liverpool,2008-09-28,0,0,F,E,2008,9
Rampla Juniors Futbol Club,CA Cerro,2008-09-28,0,3,F,V,2008,9
CA Cerro,Cerro Largo FC,2008-10-04,1,1,F,E,2008,10
CA Penarol,Tacuarembo Futbol Club,2008-10-04,3,0,F,L,2008,10
Bella Vista,CA Juventud,2008-10-05,1,0,F,L,2008,10
Central Espanol,Montevideo Wanderers,2008-10-05,0,4,F,V,2008,10
Danubio,Racing Club,2008-10-05,1,3,F,V,2008,10
Liverpool,Rampla Juniors Futbol Club,2008-10-05,2,2,F,E,2008,10
Nacional,Defensor Sporting,2008-10-05,2,2,F,E,2008,10
River Plate,CSyd Villa Espanola,2008-10-05,0,0,F,E,2008,10
CSyd Villa Espanola,CA Cerro,2008-10-18,0,3,F,V,2008,10
Cerro Largo FC,Liverpool,2008-10-18,1,1,F,E,2008,10
Montevideo Wanderers,Nacional,2008-10-18,0,1,F,V,2008,10
CA Juventud,CA Penarol,2008-10-19,0,3,F,V,2008,10
Defensor Sporting,Central Espanol,2008-10-19,2,0,F,L,2008,10
Racing Club,Bella Vista,2008-10-19,1,0,F,L,2008,10
Rampla Juniors Futbol Club,Danubio,2008-10-19,1,0,F,L,2008,10
Tacuarembo Futbol Club,River Plate,2008-10-19,1,1,F,E,2008,10
Central Espanol,CA Penarol,2008-10-25,0,0,F,E,2008,10
Cerro Largo FC,Racing Club,2008-10-25,0,0,F,E,2008,10
Rampla Juniors Futbol Club,Montevideo Wanderers,2008-10-25,1,1,F,E,2008,10
Bella Vista,Nacional,2008-10-26,0,1,F,V,2008,10
CSyd Villa Espanola,Defensor Sporting,2008-10-26,1,3,F,V,2008,10
Danubio,River Plate,2008-10-26,3,0,F,L,2008,10
Liverpool,CA Cerro,2008-10-26,1,2,F,V,2008,10
Tacuarembo Futbol Club,CA Juventud,2008-10-26,0,1,F,V,2008,10
Defensor Sporting,Cerro Largo FC,2008-11-01,3,1,F,L,2008,11
Nacional,Liverpool,2008-11-01,1,2,F,V,2008,11
Racing Club,Rampla Juniors Futbol Club,2008-11-01,3,2,F,L,2008,11
CA Cerro,Danubio,2008-11-02,0,1,F,V,2008,11
CA Juventud,CSyd Villa Espanola,2008-11-02,1,3,F,V,2008,11
CA Penarol,Bella Vista,2008-11-02,3,1,F,L,2008,11
Montevideo Wanderers,Tacuarembo Futbol Club,2008-11-02,0,1,F,V,2008,11
River Plate,Central Espanol,2008-11-02,1,2,F,V,2008,11
Central Espanol,Tacuarembo Futbol Club,2008-11-08,2,1,F,L,2008,11
Nacional,Rampla Juniors Futbol Club,2008-11-08,2,0,F,L,2008,11
Bella Vista,Cerro Largo FC,2008-11-09,5,2,F,L,2008,11
CA Cerro,Racing Club,2008-11-09,0,0,F,E,2008,11
CA Penarol,CSyd Villa Espanola,2008-11-09,3,0,F,L,2008,11
Danubio,Defensor Sporting,2008-11-09,1,0,F,L,2008,11
Liverpool,Montevideo Wanderers,2008-11-09,2,1,F,L,2008,11
River Plate,CA Juventud,2008-11-09,2,1,F,L,2008,11
CA Cerro,River Plate,2008-11-15,1,0,F,L,2008,11
CA Penarol,Liverpool,2008-11-15,3,2,F,L,2008,11
Cerro Largo FC,CSyd Villa Espanola,2008-11-15,2,0,F,L,2008,11
Montevideo Wanderers,CA Juventud,2008-11-15,3,0,F,L,2008,11
Central Espanol,Bella Vista,2008-11-16,2,0,F,L,2008,11
Danubio,Nacional,2008-11-16,1,0,F,L,2008,11
Racing Club,Defensor Sporting,2008-11-16,2,0,F,L,2008,11
Rampla Juniors Futbol Club,Tacuarembo Futbol Club,2008-11-16,3,1,F,L,2008,11
Nacional,CSyd Villa Espanola,2008-12-03,2,0,F,L,2008,12
CA Juventud,Cerro Largo FC,2008-12-06,1,1,F,E,2008,12
Liverpool,Central Espanol,2008-12-06,2,1,F,L,2008,12
Nacional,CA Cerro,2008-12-06,3,3,F,E,2008,12
Bella Vista,Danubio,2008-12-07,0,2,F,V,2008,12
CSyd Villa Espanola,Rampla Juniors Futbol Club,2008-12-07,2,0,F,L,2008,12
Defensor Sporting,Montevideo Wanderers,2008-12-07,3,2,F,L,2008,12
River Plate,CA Penarol,2008-12-07,1,1,F,E,2008,12
Tacuarembo Futbol Club,Racing Club,2008-12-07,1,1,F,E,2008,12
CSyd Villa Espanola,Montevideo Wanderers,2008-12-13,1,0,F,L,2008,12
Cerro Largo FC,Tacuarembo Futbol Club,2008-12-13,0,1,F,V,2008,12
Liverpool,Danubio,2008-12-13,2,2,F,E,2008,12
River Plate,Bella Vista,2008-12-13,3,1,F,L,2008,12
CA Cerro,Central Espanol,2008-12-14,0,2,F,V,2008,12
CA Penarol,Nacional,2008-12-14,0,1,F,V,2008,12
Defensor Sporting,Rampla Juniors Futbol Club,2008-12-14,2,1,F,L,2008,12
Racing Club,CA Juventud,2008-12-14,2,1,F,L,2008,12
CSyd Villa Espanola,Racing Club,2008-12-17,1,4,F,V,2008,12
Central Espanol,Danubio,2008-12-17,2,2,F,E,2008,12
Nacional,River Plate,2008-12-17,0,2,F,V,2008,12
Tacuarembo Futbol Club,Defensor Sporting,2008-12-17,0,1,F,V,2008,12
Bella Vista,Liverpool,2008-12-18,1,1,F,E,2008,12
CA Cerro,CA Penarol,2008-12-18,1,2,F,V,2008,12
CA Juventud,Rampla Juniors Futbol Club,2008-12-18,2,0,F,L,2008,12
Montevideo Wanderers,Cerro Largo FC,2008-12-18,1,0,F,L,2008,12
Central Espanol,Nacional,2009-02-07,1,2,F,V,2009,2
Danubio,CA Penarol,2009-02-07,2,1,F,L,2009,2
Defensor Sporting,CA Juventud,2009-02-07,1,0,F,L,2009,2
Racing Club,Montevideo Wanderers,2009-02-07,0,2,F,V,2009,2
Bella Vista,CA Cerro,2009-02-08,1,0,F,L,2009,2
Liverpool,River Plate,2009-02-08,2,1,F,L,2009,2
Rampla Juniors Futbol Club,Cerro Largo FC,2009-02-08,2,2,F,E,2009,2
Tacuarembo Futbol Club,CSyd Villa Espanola,2009-02-08,3,0,F,L,2009,2
Danubio,Nacional,2009-02-15,1,2,F,V,2009,2
CA Cerro,Defensor Sporting,2009-02-21,0,1,F,V,2009,2
CA Penarol,Montevideo Wanderers,2009-02-21,1,0,F,L,2009,2
Bella Vista,Tacuarembo Futbol Club,2009-02-22,2,3,F,V,2009,2
Central Espanol,Rampla Juniors Futbol Club,2009-02-22,2,2,F,E,2009,2
Danubio,Cerro Largo FC,2009-02-22,1,1,F,E,2009,2
Nacional,CA Juventud,2009-02-22,2,2,F,E,2009,2
River Plate,Racing Club,2009-02-22,2,2,F,E,2009,2
CA Juventud,Liverpool,2009-02-28,3,1,F,L,2009,2
Cerro Largo FC,Central Espanol,2009-02-28,2,0,F,L,2009,2
Montevideo Wanderers,Danubio,2009-02-28,4,2,F,L,2009,2
Tacuarembo Futbol Club,CA Cerro,2009-02-28,0,5,F,V,2009,2
Defensor Sporting,Bella Vista,2009-03-01,3,0,F,L,2009,3
Rampla Juniors Futbol Club,River Plate,2009-03-01,2,3,F,V,2009,3
CA Cerro,CA Juventud,2009-03-07,2,1,F,L,2009,3
CA Penarol,Rampla Juniors Futbol Club,2009-03-07,4,1,F,L,2009,3
Bella Vista,Montevideo Wanderers,2009-03-08,1,1,F,E,2009,3
Central Espanol,Racing Club,2009-03-08,1,3,F,V,2009,3
Liverpool,Defensor Sporting,2009-03-08,0,0,F,E,2009,3
Nacional,Tacuarembo Futbol Club,2009-03-08,1,0,F,L,2009,3
River Plate,Cerro Largo FC,2009-03-08,3,1,F,L,2009,3
CA Penarol,Racing Club,2009-03-12,0,0,F,E,2009,3
CA Juventud,Danubio,2009-03-14,1,5,F,V,2009,3
Defensor Sporting,River Plate,2009-03-14,3,2,F,L,2009,3
Racing Club,Nacional,2009-03-14,1,4,F,V,2009,3
Cerro Largo FC,CA Penarol,2009-03-15,0,2,F,V,2009,3
Montevideo Wanderers,CA Cerro,2009-03-15,1,2,F,V,2009,3
Rampla Juniors Futbol Club,Bella Vista,2009-03-15,1,1,F,E,2009,3
Tacuarembo Futbol Club,Liverpool,2009-03-15,1,2,F,V,2009,3
CA Penarol,Defensor Sporting,2009-03-21,0,1,F,V,2009,3
Danubio,Tacuarembo Futbol Club,2009-03-21,2,0,F,L,2009,3
River Plate,Montevideo Wanderers,2009-03-21,5,1,F,L,2009,3
CA Cerro,Rampla Juniors Futbol Club,2009-03-22,3,2,F,L,2009,3
Central Espanol,CA Juventud,2009-03-22,3,0,F,L,2009,3
Liverpool,Racing Club,2009-03-22,0,2,F,V,2009,3
Nacional,Cerro Largo FC,2009-03-22,2,2,F,E,2009,3
Cerro Largo FC,CA Cerro,2009-04-04,2,1,F,L,2009,4
Defensor Sporting,Nacional,2009-04-04,3,2,F,L,2009,4
Racing Club,Danubio,2009-04-04,3,0,F,L,2009,4
CA Juventud,Bella Vista,2009-04-05,0,3,F,V,2009,4
Montevideo Wanderers,Central Espanol,2009-04-05,3,0,F,L,2009,4
Rampla Juniors Futbol Club,Liverpool,2009-04-05,1,1,F,E,2009,4
Tacuarembo Futbol Club,CA Penarol,2009-04-05,0,1,F,V,2009,4
Bella Vista,Racing Club,2009-04-11,1,1,F,E,2009,4
CA Penarol,CA Juventud,2009-04-11,4,1,F,L,2009,4
Liverpool,Cerro Largo FC,2009-04-11,2,0,F,L,2009,4
Central Espanol,Defensor Sporting,2009-04-12,0,1,F,V,2009,4
Danubio,Rampla Juniors Futbol Club,2009-04-12,2,0,F,L,2009,4
Nacional,Montevideo Wanderers,2009-04-12,2,2,F,E,2009,4
River Plate,Tacuarembo Futbol Club,2009-04-12,1,1,F,E,2009,4
CA Juventud,Tacuarembo Futbol Club,2009-04-18,1,1,F,E,2009,4
Montevideo Wanderers,Rampla Juniors Futbol Club,2009-04-18,3,2,F,L,2009,4
Nacional,Bella Vista,2009-04-18,2,0,F,L,2009,4
CA Cerro,Liverpool,2009-04-19,1,0,F,L,2009,4
CA Penarol,Central Espanol,2009-04-19,2,1,F,L,2009,4
Racing Club,Cerro Largo FC,2009-04-19,2,0,F,L,2009,4
River Plate,Danubio,2009-04-19,2,2,F,E,2009,4
Bella Vista,CA Penarol,2009-04-25,2,1,F,L,2009,4
Central Espanol,River Plate,2009-04-25,1,2,F,V,2009,4
Cerro Largo FC,Defensor Sporting,2009-04-26,3,2,F,L,2009,4
Danubio,CA Cerro,2009-04-26,1,3,F,V,2009,4
Liverpool,Nacional,2009-04-26,1,1,F,E,2009,4
Rampla Juniors Futbol Club,Racing Club,2009-04-26,0,2,F,V,2009,4
Tacuarembo Futbol Club,Montevideo Wanderers,2009-04-26,2,3,F,V,2009,4
Defensor Sporting,Danubio,2009-05-02,1,0,F,L,2009,5
CA Juventud,River Plate,2009-05-03,0,3,F,V,2009,5
Cerro Largo FC,Bella Vista,2009-05-03,4,1,F,L,2009,5
Montevideo Wanderers,Liverpool,2009-05-03,0,1,F,V,2009,5
Racing Club,CA Cerro,2009-05-03,0,4,F,V,2009,5
Rampla Juniors Futbol Club,Nacional,2009-05-03,1,3,F,V,2009,5
Tacuarembo Futbol Club,Central Espanol,2009-05-03,1,1,F,E,2009,5
Bella Vista,Central Espanol,2009-05-09,0,2,F,V,2009,5
CA Juventud,Montevideo Wanderers,2009-05-09,0,2,F,V,2009,5
Nacional,Danubio,2009-05-09,2,0,F,L,2009,5
Tacuarembo Futbol Club,Rampla Juniors Futbol Club,2009-05-09,2,2,F,E,2009,5
Defensor Sporting,Racing Club,2009-05-10,2,1,F,L,2009,5
Liverpool,CA Penarol,2009-05-10,2,1,F,L,2009,5
River Plate,CA Cerro,2009-05-10,2,1,F,L,2009,5
CA Penarol,River Plate,2009-05-16,0,2,F,V,2009,5
Cerro Largo FC,CA Juventud,2009-05-16,3,1,F,L,2009,5
Danubio,Bella Vista,2009-05-16,1,0,F,L,2009,5
CA Cerro,Nacional,2009-05-17,2,2,F,E,2009,5
Central Espanol,Liverpool,2009-05-17,1,5,F,V,2009,5
Montevideo Wanderers,Defensor Sporting,2009-05-17,2,4,F,V,2009,5
Racing Club,Tacuarembo Futbol Club,2009-05-17,1,1,F,E,2009,5
Bella Vista,River Plate,2009-05-23,2,3,F,V,2009,5
CA Juventud,Racing Club,2009-05-23,0,2,F,V,2009,5
Central Espanol,CA Cerro,2009-05-23,0,2,F,V,2009,5
Danubio,Liverpool,2009-05-23,2,3,F,V,2009,5
Tacuarembo Futbol Club,Cerro Largo FC,2009-05-23,1,1,F,E,2009,5
Nacional,CA Penarol,2009-05-24,3,2,F,L,2009,5
Rampla Juniors Futbol Club,Defensor Sporting,2009-05-24,1,4,F,V,2009,5
CA Penarol,CA Cerro,2009-05-30,1,1,F,E,2009,5
Danubio,Central Espanol,2009-05-30,1,1,F,E,2009,5
Cerro Largo FC,Montevideo Wanderers,2009-05-31,0,1,F,V,2009,5
Defensor Sporting,Tacuarembo Futbol Club,2009-05-31,2,3,F,V,2009,5
Liverpool,Bella Vista,2009-05-31,3,3,F,E,2009,5
Rampla Juniors Futbol Club,CA Juventud,2009-05-31,1,4,F,V,2009,5
River Plate,Nacional,2009-05-31,2,1,F,L,2009,5
Nacional,Central Espanol,2009-06-13,0,3,F,V,2009,6
CA Cerro,Bella Vista,2009-06-14,3,0,F,L,2009,6
CA Juventud,Defensor Sporting,2009-06-14,1,2,F,V,2009,6
CA Penarol,Danubio,2009-06-14,3,1,F,L,2009,6
Cerro Largo FC,Rampla Juniors Futbol Club,2009-06-14,1,1,F,E,2009,6
Montevideo Wanderers,Racing Club,2009-06-14,2,2,F,E,2009,6
River Plate,Liverpool,2009-06-14,1,2,F,V,2009,6
Defensor Sporting,Nacional,2009-06-21,1,1,F,E,2009,6
Nacional,Defensor Sporting,2009-07-05,1,1,F,E,2009,7
Nacional,Defensor Sporting,2009-07-09,3,0,F,L,2009,7
Defensor Sporting,Nacional,2009-07-12,1,2,F,V,2009,7
Nacional,Defensor Sporting,2009-07-16,2,1,F,L,2009,7
Liverpool,Racing Club,2009-07-18,1,1,F,E,2009,7
CA Cerro,Nacional,2009-07-19,3,1,F,L,2009,7
River Plate,Defensor Sporting,2009-07-19,0,3,F,V,2009,7
CA Cerro,Defensor Sporting,2009-07-23,2,0,F,L,2009,7
Liverpool,River Plate,2009-07-23,3,0,F,L,2009,7
Nacional,Racing Club,2009-07-24,2,3,F,V,2009,7
Defensor Sporting,Liverpool,2009-07-26,0,0,F,E,2009,7
Racing Club,CA Cerro,2009-07-26,3,1,F,L,2009,7
River Plate,Nacional,2009-07-26,4,2,F,L,2009,7
Nacional,Defensor Sporting,2009-07-29,0,0,F,E,2009,7
River Plate,Racing Club,2009-07-29,1,0,F,L,2009,7
Liverpool,CA Cerro,2009-07-30,0,3,F,V,2009,7
CA Cerro,River Plate,2009-08-02,3,2,F,L,2009,8
Defensor Sporting,Racing Club,2009-08-02,2,4,F,V,2009,8
Liverpool,Nacional,2009-08-02,2,3,F,V,2009,8
Liverpool,Defensor Sporting,2009-08-06,1,0,F,L,2009,8
CA Fenix,River Plate,2009-08-22,0,3,F,V,2009,8
Central Espanol,Racing Club,2009-08-22,1,1,F,E,2009,8
Cerro Largo FC,Nacional,2009-08-22,0,1,F,V,2009,8
CA Cerro,Rampla Juniors Futbol Club,2009-08-23,1,1,F,E,2009,8
Defensor Sporting,Club Atletico Atenas,2009-08-23,5,1,F,L,2009,8
Montevideo Wanderers,CA Penarol,2009-08-23,0,2,F,V,2009,8
Tacuarembo Futbol Club,Danubio,2009-08-23,1,2,F,V,2009,8
Liverpool,Club Sportivo Cerrito,2009-08-26,4,3,F,L,2009,8
CA Fenix,Racing Club,2009-08-29,0,2,F,V,2009,8
Montevideo Wanderers,Rampla Juniors Futbol Club,2009-08-29,0,1,F,V,2009,8
Nacional,Tacuarembo Futbol Club,2009-08-29,1,0,F,L,2009,8
CA Penarol,CA Cerro,2009-08-30,1,1,F,E,2009,8
Central Espanol,River Plate,2009-08-30,2,2,F,E,2009,8
Cerro Largo FC,Club Sportivo Cerrito,2009-08-30,0,1,F,V,2009,8
Danubio,Defensor Sporting,2009-08-30,3,0,F,L,2009,8
Liverpool,Club Atletico Atenas,2009-08-30,2,0,F,L,2009,8
Cerro Largo FC,Central Espanol,2009-09-12,1,0,F,L,2009,9
Racing Club,CA Penarol,2009-09-12,2,1,F,L,2009,9
River Plate,Rampla Juniors Futbol Club,2009-09-12,1,1,F,E,2009,9
CA Cerro,Club Sportivo Cerrito,2009-09-13,0,2,F,V,2009,9
Defensor Sporting,Nacional,2009-09-13,0,3,F,V,2009,9
Liverpool,Danubio,2009-09-13,1,0,F,L,2009,9
Montevideo Wanderers,CA Fenix,2009-09-13,2,0,F,L,2009,9
Tacuarembo Futbol Club,Club Atletico Atenas,2009-09-13,2,0,F,L,2009,9
CA Fenix,Cerro Largo FC,2009-09-19,1,1,F,E,2009,9
CA Penarol,Tacuarembo Futbol Club,2009-09-19,1,0,F,L,2009,9
Danubio,River Plate,2009-09-19,2,2,F,E,2009,9
Central Espanol,Defensor Sporting,2009-09-20,0,4,F,V,2009,9
Club Atletico Atenas,CA Cerro,2009-09-20,0,1,F,V,2009,9
Club Sportivo Cerrito,Montevideo Wanderers,2009-09-20,1,2,F,V,2009,9
Nacional,Liverpool,2009-09-20,2,1,F,L,2009,9
Rampla Juniors Futbol Club,Racing Club,2009-09-20,0,0,F,E,2009,9
CA Cerro,Central Espanol,2009-09-27,1,2,F,V,2009,9
Cerro Largo FC,Danubio,2009-09-27,2,3,F,V,2009,9
Defensor Sporting,CA Fenix,2009-09-27,2,0,F,L,2009,9
Liverpool,CA Penarol,2009-09-27,2,2,F,E,2009,9
Montevideo Wanderers,Club Atletico Atenas,2009-09-27,0,0,F,E,2009,9
Racing Club,Club Sportivo Cerrito,2009-09-27,1,1,F,E,2009,9
River Plate,Nacional,2009-09-27,1,0,F,L,2009,9
Tacuarembo Futbol Club,Rampla Juniors Futbol Club,2009-09-27,0,1,F,V,2009,9
CA Fenix,Liverpool,2009-10-03,1,1,F,E,2009,10
Central Espanol,Montevideo Wanderers,2009-10-03,1,1,F,E,2009,10
Nacional,Racing Club,2009-10-03,3,2,F,L,2009,10
CA Penarol,River Plate,2009-10-04,2,2,F,E,2009,10
Club Atletico Atenas,Cerro Largo FC,2009-10-04,2,0,F,L,2009,10
Club Sportivo Cerrito,Tacuarembo Futbol Club,2009-10-04,2,0,F,L,2009,10
Danubio,CA Cerro,2009-10-04,4,2,F,L,2009,10
Rampla Juniors Futbol Club,Defensor Sporting,2009-10-04,1,3,F,V,2009,10
Liverpool,Rampla Juniors Futbol Club,2009-10-17,3,1,F,L,2009,10
Montevideo Wanderers,Nacional,2009-10-17,4,0,F,L,2009,10
River Plate,Club Atletico Atenas,2009-10-17,1,0,F,L,2009,10
Tacuarembo Futbol Club,Central Espanol,2009-10-17,3,1,F,L,2009,10
CA Cerro,CA Fenix,2009-10-18,3,2,F,L,2009,10
Cerro Largo FC,CA Penarol,2009-10-18,1,2,F,V,2009,10
Defensor Sporting,Club Sportivo Cerrito,2009-10-18,1,0,F,L,2009,10
Racing Club,Danubio,2009-10-18,1,2,F,V,2009,10
Racing Club,Montevideo Wanderers,2009-10-21,0,4,F,V,2009,10
Rampla Juniors Futbol Club,CA Fenix,2009-10-21,2,1,F,L,2009,10
Club Sportivo Cerrito,Danubio,2009-10-22,2,2,F,E,2009,10
Liverpool,Tacuarembo Futbol Club,2009-10-22,7,1,F,L,2009,10
Nacional,Club Atletico Atenas,2009-10-22,5,0,F,L,2009,10
Central Espanol,CA Penarol,2009-10-23,2,3,F,V,2009,10
Defensor Sporting,Cerro Largo FC,2009-10-23,0,0,F,E,2009,10
CA Penarol,Rampla Juniors Futbol Club,2009-10-27,3,0,F,L,2009,10
Danubio,Club Atletico Atenas,2009-10-27,0,1,F,V,2009,10
CA Fenix,Club Sportivo Cerrito,2009-10-28,0,0,F,E,2009,10
Cerro Largo FC,Racing Club,2009-10-28,1,3,F,V,2009,10
Montevideo Wanderers,CA Cerro,2009-10-28,3,1,F,L,2009,10
Nacional,Central Espanol,2009-10-28,5,1,F,L,2009,10
River Plate,Liverpool,2009-10-28,1,4,F,V,2009,10
Tacuarembo Futbol Club,Defensor Sporting,2009-10-28,0,1,F,V,2009,10
CA Penarol,Defensor Sporting,2009-10-31,1,1,F,E,2009,10
Club Sportivo Cerrito,River Plate,2009-10-31,1,1,F,E,2009,10
CA Fenix,Tacuarembo Futbol Club,2009-11-01,0,2,F,V,2009,11
Central Espanol,Liverpool,2009-11-01,0,0,F,E,2009,11
Club Atletico Atenas,Racing Club,2009-11-01,0,5,F,V,2009,11
Danubio,Montevideo Wanderers,2009-11-01,2,3,F,V,2009,11
Nacional,CA Cerro,2009-11-01,2,0,F,L,2009,11
Rampla Juniors Futbol Club,Cerro Largo FC,2009-11-01,0,3,F,V,2009,11
Club Atletico Atenas,Central Espanol,2009-11-07,0,0,F,E,2009,11
Defensor Sporting,Racing Club,2009-11-07,1,1,F,E,2009,11
Nacional,Rampla Juniors Futbol Club,2009-11-07,3,0,F,L,2009,11
CA Fenix,Danubio,2009-11-08,4,1,F,L,2009,11
Cerro Largo FC,Montevideo Wanderers,2009-11-08,0,0,F,E,2009,11
Club Sportivo Cerrito,CA Penarol,2009-11-08,2,2,F,E,2009,11
Liverpool,CA Cerro,2009-11-08,2,0,F,L,2009,11
Tacuarembo Futbol Club,River Plate,2009-11-08,2,1,F,L,2009,11
CA Penarol,CA Fenix,2009-11-21,1,0,F,L,2009,11
Racing Club,Tacuarembo Futbol Club,2009-11-21,4,1,F,L,2009,11
Rampla Juniors Futbol Club,Club Atletico Atenas,2009-11-21,4,1,F,L,2009,11
CA Cerro,Defensor Sporting,2009-11-22,1,4,F,V,2009,11
Central Espanol,Club Sportivo Cerrito,2009-11-22,2,2,F,E,2009,11
Danubio,Nacional,2009-11-22,0,2,F,V,2009,11
Montevideo Wanderers,Liverpool,2009-11-22,0,0,F,E,2009,11
River Plate,Cerro Largo FC,2009-11-25,1,4,F,V,2009,11
CA Cerro,River Plate,2009-12-01,2,3,F,V,2009,12
CA Fenix,Club Atletico Atenas,2009-12-05,1,4,F,V,2009,12
Danubio,Central Espanol,2009-12-05,2,0,F,L,2009,12
Liverpool,Racing Club,2009-12-05,2,0,F,L,2009,12
Rampla Juniors Futbol Club,Club Sportivo Cerrito,2009-12-05,1,0,F,L,2009,12
Tacuarembo Futbol Club,Montevideo Wanderers,2009-12-05,1,2,F,V,2009,12
CA Cerro,Cerro Largo FC,2009-12-06,1,1,F,E,2009,12
Nacional,CA Penarol,2009-12-06,3,0,F,L,2009,12
River Plate,Defensor Sporting,2009-12-06,1,2,F,V,2009,12
CA Penarol,Danubio,2009-12-09,2,3,F,V,2009,12
Central Espanol,Rampla Juniors Futbol Club,2009-12-09,0,3,F,V,2009,12
Cerro Largo FC,Liverpool,2009-12-09,1,0,F,L,2009,12
Club Atletico Atenas,Club Sportivo Cerrito,2009-12-09,0,1,F,V,2009,12
Montevideo Wanderers,Defensor Sporting,2009-12-09,2,2,F,E,2009,12
CA Cerro,Tacuarembo Futbol Club,2009-12-10,1,1,F,E,2009,12
Racing Club,River Plate,2009-12-10,0,2,F,V,2009,12
CA Fenix,Nacional,2009-12-11,0,1,F,V,2009,12
Club Atletico Atenas,CA Penarol,2009-12-12,0,5,F,V,2009,12
Rampla Juniors Futbol Club,Danubio,2009-12-12,2,0,F,L,2009,12
Central Espanol,CA Fenix,2009-12-13,1,0,F,L,2009,12
Club Sportivo Cerrito,Nacional,2009-12-13,2,5,F,V,2009,12
Defensor Sporting,Liverpool,2009-12-13,2,2,F,E,2009,12
Racing Club,CA Cerro,2009-12-13,3,3,F,E,2009,12
River Plate,Montevideo Wanderers,2009-12-13,2,1,F,L,2009,12
Tacuarembo Futbol Club,Cerro Largo FC,2009-12-13,3,0,F,L,2009,12
Club Atletico Atenas,Defensor Sporting,2010-01-23,3,1,F,L,2010,1
Club Sportivo Cerrito,Liverpool,2010-01-23,1,4,F,V,2010,1
Nacional,Cerro Largo FC,2010-01-23,3,1,F,L,2010,1
River Plate,CA Fenix,2010-01-23,0,1,F,V,2010,1
CA Penarol,Montevideo Wanderers,2010-01-24,4,2,F,L,2010,1
Danubio,Tacuarembo Futbol Club,2010-01-24,4,5,F,V,2010,1
Rampla Juniors Futbol Club,CA Cerro,2010-01-24,2,2,F,E,2010,1
CA Cerro,CA Penarol,2010-01-30,1,2,F,V,2010,1
Club Sportivo Cerrito,Cerro Largo FC,2010-01-30,1,1,F,E,2010,1
Rampla Juniors Futbol Club,Montevideo Wanderers,2010-01-30,2,1,F,L,2010,1
Tacuarembo Futbol Club,Nacional,2010-01-30,1,1,F,E,2010,1
Club Atletico Atenas,Liverpool,2010-01-31,1,2,F,V,2010,1
Defensor Sporting,Danubio,2010-01-31,0,1,F,V,2010,1
River Plate,Central Espanol,2010-01-31,3,3,F,E,2010,1
CA Fenix,Montevideo Wanderers,2010-02-06,2,1,F,L,2010,2
Central Espanol,Cerro Largo FC,2010-02-06,1,2,F,V,2010,2
Club Sportivo Cerrito,CA Cerro,2010-02-06,1,4,F,V,2010,2
Nacional,Defensor Sporting,2010-02-06,0,1,F,V,2010,2
Rampla Juniors Futbol Club,River Plate,2010-02-06,2,1,F,L,2010,2
CA Penarol,Racing Club,2010-02-07,3,0,F,L,2010,2
Club Atletico Atenas,Tacuarembo Futbol Club,2010-02-07,2,0,F,L,2010,2
Danubio,Liverpool,2010-02-07,2,2,F,E,2010,2
Racing Club,Central Espanol,2010-02-10,1,0,F,L,2010,2
